date,average_difficulty,tx_count,tx_volume,heuristical_volume,median_tx_value,active_addresses,fees,median_fee,payment_count,reward,block_size,block_count
2015-02-05,3582.69517752,1348,9581139876240,6042711232093,290178575,6669,180717749,10000,4850,267516432416,1379188,548
2015-02-06,3572.80585633,1237,10464930064042,8367465855396,301690769,8630,274514024,10000,6342,263153085839,1649352,544
2015-02-07,3564.17821765,1296,6288918972526,5018242348567,348214290,8851,183643108,10000,6994,268262214925,1497597,553
2015-02-08,3434.5664969,1483,12014811335188,8429002470630,395806519,7208,153275985,10000,4933,265446133519,1558628,544
2015-02-09,3516.92558794,2007,25181133870061,18580804943083,580719650,12095,473685169,10000,9139,268459399839,2451782,549
2015-02-10,3777.96381095,2232,48518918457258,26403189855965,581719650,15372,618616594,10000,11886,263125759848,2845335,550
2015-02-11,3554.63673698,2815,43326009130863,31510524902467,896551985,27627,1781198864,10000,20900,263731199266,4953918,550
2015-02-12,3395.96864991,2037,25786880790320,20729409988987,560329870,17735,1058657047,10000,13332,269508657422,3550027,543
2015-02-13,3816.64339065,1608,19587634863725,15078955936514,493523612,18640,664290679,10000,14652,264007148219,3549048,553
2015-02-14,3576.95652834,1577,19310158596266,15359174396492,296582500,14922,633823777,10000,10899,260540967021,2992610,546
2015-02-15,3537.81426202,1548,14695757598398,13531201628666,290178575,10473,415038378,10000,8771,284151477148,1960895,549
2015-02-16,3449.43729481,1388,10936837423113,9889184572196,199000000,7760,351698010,10000,7300,274744555525,1775736,549
2015-02-17,3620.35351632,1744,78341678646893,20323064732157,280185670,10300,252596805,10000,9402,268424025762,2042959,552
2015-02-18,3663.49266744,1872,55085462771910,15147320743471,300600004,12061,300758001,10000,11520,261600758401,2283289,545
2015-02-19,3661.9377531,1704,7185734695361,6056842208721,266645681,12798,464966597,10000,11981,262693538428,2403370,553
2015-02-20,4066.11351052,2661,6241863105217,3774237291039,174107140,13601,407881243,10000,12896,259293595927,2847393,549
2015-02-21,3779.65547902,2531,18042634629884,11285061383718,83911126,11770,237020335,10000,10833,259401306448,2268507,551
2015-02-22,3766.43086675,2353,13421764146225,9235005388657,186600631,16875,473995382,10000,16004,262052567191,3244583,543
2015-02-23,3292.8808806,2125,58944046595478,49813779046306,290184825,12154,393754796,10000,12435,282586612286,2764427,550
2015-02-24,3763.6771392,1951,12979341948594,9228012673878,211211900,15616,389574455,10000,15303,269582431967,3105721,546
2015-02-25,3481.68142373,2165,15430596838533,11047628633545,290178575,11708,410992241,10000,13254,269696706905,2561522,549
2015-02-26,3555.49230038,2506,12136759483051,7991607924448,356342671,15607,560571832,10000,17162,267989143650,3428201,548
2015-02-27,3766.31157089,2002,13531233663829,8328653424813,240002400,13021,439879986,10000,13252,260161308947,2604213,551
2015-02-28,3687.74926528,2209,8404973135888,6193552574639,178355549,11511,359585031,10000,13163,262309585424,2548679,551
2015-03-01,3935.60788164,2088,7262475799087,5988194508763,109344537,12701,626781000,10000,15928,257283924247,3101949,544
2015-03-02,3642.64935671,2269,6314539340548,4633932994751,185718282,13329,563014414,10000,16122,263255871933,3862109,545
2015-03-03,3253.89823082,2648,51568811006786,46724350514495,222845291,16431,364331231,10000,19075,280514331589,4039298,552
2015-03-04,3807.98877283,2534,12700612576818,10189366139393,115598760,15919,472718089,10000,18332,261308432776,3918149,550
2015-03-05,3550.88028026,2620,33135073729804,22131997906080,185730282,14567,433740618,10000,17649,262476598163,4718533,549
2015-03-06,4220.37070446,2538,110533478220125,50585844392653,157305266,13823,279482261,10000,17027,259536625511,3214150,552
2015-03-07,4241.60798132,2162,15180741850697,13277783876966,109502677,12912,307631588,10000,16613,254921917694,2626924,547
2015-03-08,3994.50962435,2008,20770628858683,18230996581844,73963541,11085,330164806,10000,14520,256151593763,2105520,542
2015-03-09,3872.73166245,2276,17925621141387,11951581919724,96073459,12297,466946140,10000,14282,263624089383,2545450,553
2015-03-10,3803.42463077,2650,153354994152836,53751788288814,229655428,12757,422191580,10000,13202,257729334827,4159449,546
2015-03-11,3708.75067476,2338,22088411878197,16841330574446,220480626,12934,611210097,10000,16269,258939781921,3495167,549
2015-03-12,4038.27660606,2553,145025584744669,15739217911108,262313499,11254,362273088,10000,14806,263519416344,2818736,551
2015-03-13,3783.60675422,2416,45787682633956,20138020000431,119406068,12082,449265049,10000,15769,255899265442,3108233,544
2015-03-14,3705.55975864,2763,27852300516845,17350279115482,176182942,14114,606302128,10000,17466,263020588238,3552425,551
2015-03-15,3839.45534727,2706,79491512472628,34564054172107,104952084,14946,1218857517,10000,17963,259176000761,3679109,545
2015-03-16,3759.10378936,2937,112923816252620,46976271626396,160227699,14151,474022211,10000,16877,271245451171,3810168,547
2015-03-17,3558.21231984,2330,27384622632147,14084497716969,45509542,10212,298014841,10000,14047,261505158091,2740347,546
2015-03-18,3680.36831095,2590,84332287926582,39865757296535,77154881,11584,523210722,10000,15477,263866068262,2718647,554
2015-03-19,3772.01582852,2788,27047054587085,19802125714655,140828292,10792,401755377,10000,13882,262073184339,2619606,549
2015-03-20,4096.26068205,2479,18572594837985,14619192583278,137215842,12241,410984798,10000,15503,256696699477,3675240,547
2015-03-21,4125.35367172,4012,33261226075435,26278451229330,117558045,16322,1553580177,10000,18644,262482152004,4629396,557
2015-03-22,4470.01741476,4134,21173783876160,13794024082422,94950281,18159,636288343,10000,21343,253393431589,4211564,544
2015-03-23,4023.59253968,3490,18145675860816,12318308619990,72059082,18318,437351944,10000,21287,261087352339,4216260,553
2015-03-24,4151.02084706,4177,34002481307371,16058152126074,54004678,16957,1135087207,10000,19904,257420801887,4126663,546
2015-03-25,4168.3231006,4646,27116658675867,20672135621615,31519946,19618,661548786,10000,21893,257040120609,4796650,550
2015-03-26,4264.97204878,3131,27355599266269,18624500127637,90000000,15839,604623668,10000,17872,258283195493,4154690,551
2015-03-27,4097.54067979,2696,19932908678147,17079461471473,118000000,17469,435433538,10000,19822,254864005354,3645762,544
2015-03-28,4190.08786791,2501,46406260102446,27563450132300,103769183,16286,439144641,10000,18444,255424859313,4159631,541
2015-03-29,3734.11620527,2788,96694302627323,37406672670742,68410481,14614,434321948,10000,17454,260341465204,3193477,550
2015-03-30,3859.42578092,2712,16738361079075,11866680558468,75857162,14882,485724034,10000,16981,265035724426,3717029,556
2015-03-31,3294.20314416,2317,21017954742552,17229067337001,210002100,27424,611081717,10000,26557,276861082070,5362642,538
2015-04-01,2884.62162897,2219,13804054809935,11210189740820,160977221,16620,332809977,10000,18445,311218524575,3767896,555
2015-04-02,3241.4008086,2366,16984135229040,14410652642729,82066258,17700,587138347,10000,19536,273215710160,4001387,544
2015-04-03,3156.7048784,1711,19219826538188,16993053585157,117321371,14803,364024776,10000,16598,236035453652,3011324,459
2015-04-04,3248.19435013,2188,11454951003653,9216434902576,154673619,14205,550694839,10000,18039,313014980930,3510575,544
2015-04-05,3385.81213013,2058,35658475012637,24206597654524,197321424,17037,435574674,10000,18715,276592717918,3482484,556
2015-04-06,3546.20246198,1831,13305652820503,9414458005796,157345882,13348,431592501,10000,15874,266188735756,2530181,549
2015-04-07,3846.67475962,1705,14758088981079,12442637250271,200174256,11770,383563387,10000,13480,257040706638,2380050,546
2015-04-08,3648.01203007,1868,14050959773533,11864180907292,166967607,13392,1006783384,10000,15322,262678212358,3185258,550
2015-04-09,3180.29601184,1792,25588006368819,13966439611130,144124609,9814,1060434455,10000,12767,273410434813,2111211,535
2015-04-10,3045.65815901,2326,12836811354958,9958174389417,96759919,16353,996542467,10000,17263,291360828547,3576908,557
2015-04-11,2921.63717932,2380,11365190918527,8252862768926,136564007,18665,779181574,10000,19643,294579181916,4534441,551
2015-04-12,3207.79569581,2497,15686839095309,7939249709085,181990000,15815,935876651,10000,17045,273564448466,3342009,547
2015-04-13,3299.60033797,2746,62576805789540,15304839094557,266964291,15159,1262289003,10000,15846,273983717975,3984804,554
2015-04-14,3230.21718465,2019,11312760228310,8926714927969,150001500,12677,842474175,10000,14360,275978188839,2850273,547
2015-04-15,3368.94971896,1973,12651843554761,7435315394926,115903454,12553,1296155201,10000,13839,271603298442,2844995,547
2015-04-16,3105.77650203,1856,12027146511443,9933456716698,197325674,13887,1516903469,10000,15450,281295475273,2814614,549
2015-04-17,3275.55117031,1869,133628428006349,16151389120144,217069984,10998,382604941,10000,12720,280718319578,2726314,545
2015-04-18,3532.38061901,1652,4259072569656,3450537592948,120500600,10129,155429984,10000,11866,271762573215,2320569,552
2015-04-19,3635.32057012,1628,10939205041138,6165378655730,199229054,11225,129975747,10000,12210,264122833285,2390741,550
2015-04-20,3313.22206088,1810,8961492132900,6716335900191,258304626,14859,141195234,10000,15590,280198338444,3030152,547
2015-04-21,3086.48907544,1644,8720111633440,7052977087243,200666389,14384,138880661,10000,15020,283446023884,2997229,547
2015-04-22,3215.69911023,1904,41392490525458,33390620568549,211000002,14635,181532281,10000,15817,279681532656,3347096,550
2015-04-23,3080.07191209,1922,11072291018119,8830881438591,211445358,15282,203806134,10000,15797,285739520792,4948619,553
2015-04-24,2761.55196926,1753,8716041721094,6344891042114,126711728,11919,105578039,10000,13739,308391292626,3374736,546
2015-04-25,3234.26915162,2295,5636452200443,4145505385273,195315850,10423,112217346,10000,13460,294562217688,2317816,558
2015-04-26,3570.20768832,3579,15225778348558,9179283702912,199990000,16473,199236142,10000,19148,263820665093,3602684,542
2015-04-27,3385.00261206,2319,9023537409700,5652491370437,197353299,12089,152957899,10000,14411,279374386837,2613452,547
2015-04-28,2868.47975673,1960,8443284153523,5195315534994,210002100,13706,300581789,10000,16061,300229153533,4363340,543
2015-04-29,2608.37158035,1716,10102144630570,8064851967424,196984822,12714,125907827,0,13860,331533050951,2512750,551
2015-04-30,3457.01942874,1799,27927442135735,11157985836782,159663996,13129,124973818,1000,14932,276189259913,2760588,554
2015-05-01,3602.60211557,1912,6773379518277,4911926692769,166937615,11423,136929341,10000,13051,261344072587,2697273,547
2015-05-02,3535.10764417,1545,4587892473090,3879355602648,86475816,8697,256266094,10000,11558,270563409327,1812573,549
2015-05-03,3429.43720397,1785,6889992588566,5339753641523,101201503,10762,113353992,10000,12742,279427640078,2706326,553
2015-05-04,3666.03873591,1802,8682835406920,5907569073795,105212223,11979,122190321,10000,13548,266065047852,2641352,548
2015-05-05,3172.42505761,1781,6687494777231,5835482034819,71173644,10481,118540813,1,12522,275904255475,2481560,543
2015-05-06,3414.33094333,1799,7015222057531,5039992182904,144950677,12962,330151145,100,13789,275651580072,2736340,549
2015-05-07,3123.63969268,1768,5546720010122,4440457212161,100205185,12655,107587430,10000,14503,284993302069,2419963,547
2015-05-08,3395.44899556,1933,8387629884292,5633078158532,150936730,9889,347170868,10000,12186,277154314099,2457263,553
2015-05-09,3035.21111809,1903,6490942838758,4987101727055,155441398,14937,179190768,10000,16424,288314905387,2709754,542
2015-05-10,3084.24628528,1734,3982115146516,3026859749087,195357927,12851,180693966,10000,14911,286552122906,2488325,551
2015-05-11,3169.64060707,1789,9543357815774,6506340548835,144677130,11276,111793261,10000,11999,281376079337,3193219,548
2015-05-12,3379.32934739,2220,9276352416745,4170080901778,306418577,12579,134208125,10000,14489,274527065651,3150827,549
2015-05-13,3277.46115862,1873,6367914161810,4300602951809,187781878,13464,197305409,10000,15304,283318734342,3274372,553
2015-05-14,3398.37751215,1895,6413159289713,4004910840970,255357149,15984,147121446,10000,16893,266182836119,3595132,539
2015-05-15,3477.56026021,1802,6667759176670,4132139038666,255357149,10832,253231749,10000,12944,269910374996,2510536,551
2015-05-16,3642.82358323,1987,11779088814552,6347293487473,255357149,13303,406693913,10000,15167,267835265734,2889045,552
2015-05-17,3782.61388843,1687,9290429088814,5523592795589,155067007,9047,308180161,10000,8767,269408180530,1932613,545
2015-05-18,3225.27731645,1616,9859244550563,6713253382736,89140000,9915,101669395,10000,11728,281737384034,2362008,544
2015-05-19,3226.82671218,1641,8562027750575,5670317470148,104865008,9722,84830946,10000,11769,284599117024,2662685,553
2015-05-20,3026.80167171,1554,6725995873187,5814189558614,118754584,11110,107727357,10000,13612,281464870579,2126083,548
2015-05-21,2742.90978994,1647,7799131336629,6481907533366,208933066,11794,108728975,0,13416,307187300727,2574263,553
2015-05-22,2981.92334571,1891,35964796023164,31061778581777,255357149,13106,178236234,10000,12225,297321093694,3049460,546
2015-05-23,3205.81585346,1658,27042473222883,11699037663323,169145164,11623,188324890,10000,12881,288138325209,2792630,542
2015-05-24,3195.58337283,1692,12245292437539,8641357428600,250727781,15836,198858117,10000,17114,287777429887,3041732,555
2015-05-25,3028.69348489,1412,5470383699193,4112790518507,211269440,11828,383694154,0,12939,287033694499,2573130,543
2015-05-26,3111.60452269,1580,13524677840158,8091337482270,411252492,15542,222678362,10000,16172,299129821541,3196408,555
2015-05-27,3030.44544565,1518,6291411667030,3881968984580,306428577,14737,221230396,0,15471,291885516428,2706252,543
2015-05-28,2990.46839079,1954,10519154567131,5429163732316,870008700,15959,169736744,0,16210,294062594212,3179472,550
2015-05-29,3027.39589862,1410,5644270159230,3067667513270,306428577,11449,84286610,10000,9708,290820001250,2448048,549
2015-05-30,2897.89247297,1017,3779446610475,2836975044906,255357149,7894,106920519,10000,8728,300314063663,1883460,547
2015-05-31,2785.82035631,1173,5865277612078,4983020204047,255357149,9396,101670083,10000,10206,306623098994,1934090,552
2015-06-01,2791.39088775,1133,5892262641892,4665464672641,269883787,8731,90361826,10000,9890,304290362134,1908609,543
2015-06-02,2886.40919054,1289,7189246976015,5209040758618,255357149,12300,174125068,0,12751,307624125387,2651736,552
2015-06-03,3079.76381734,1146,14732422720913,11461914772518,455831093,11562,325578212,10000,10456,293011292816,2386223,544
2015-06-04,2837.70414018,974,4416880430475,3719185133780,280162232,10494,383603640,1000,9833,311269318256,2494305,553
2015-06-05,3019.94179277,921,2834248921516,2161849260029,292490006,7714,52691979,10000,6160,286424120885,1604426,546
2015-06-06,2932.9228055,1113,2522670123822,2096361286416,292490006,7124,192034411,0,7596,296963463309,1473577,551
2015-06-07,2902.26539642,1055,25825343229268,24494146210797,352859514,7611,140403756,0,7184,302947546928,2058656,547
2015-06-08,2804.42396232,1065,4457402932144,3715599223766,255376399,9685,180405109,10000,9967,311994691085,1915345,542
2015-06-09,2662.90620605,1304,5993945916488,5004201662796,390005353,12122,162710717,0,10106,323491282393,2731980,554
2015-06-10,2777.5726926,1402,8950919352739,5710540821212,292807131,9247,131186138,0,8593,311388329294,2221338,549
2015-06-11,2648.03893316,1151,3147025004680,2450120554227,244280257,10186,92798560,0,9406,330107084527,2092542,552
2015-06-12,2543.82231482,1341,6491961762744,4225288660936,575054768,11447,175324203,0,10454,338268181606,2301110,547
2015-06-13,2587.37123778,1207,8047919200909,5651219395320,585031507,7649,134015800,0,7009,330891158896,1640095,545
2015-06-14,2815.85700655,1380,10883563709980,6370789365251,536798638,9206,132226511,0,8832,308046512503,1815453,546
2015-06-15,2588.23848132,1254,8039693501466,6977598294024,501791375,8112,75832152,0,7552,343275832377,1830145,550
2015-06-16,2597.38317929,1860,12324641373913,6057565371694,802582044,9763,126531184,10000,8526,330512245725,2195996,551
2015-06-17,2658.81263289,1236,9100129338472,5539219773148,500000000,8782,121409616,0,8257,330599981314,1924866,549
2015-06-18,2698.00576948,1509,11727922313398,6890304630718,894896282,9276,97869817,0,8411,312840727241,1942717,541
2015-06-19,2649.74238197,1553,7460599199160,3473508521845,599970000,9567,181443509,0,8774,332052872350,2221417,548
2015-06-20,2800.22992587,1498,5278985114216,3203980763377,413426910,8974,69500710,10000,8521,318755215280,1999179,554
2015-06-21,2750.31078207,2774,7352229454502,4441338843624,12345500,12346,130289888,10000,10609,314730290151,2790216,547
2015-06-22,2772.4122027,1664,6563296567111,4392387560277,566837688,11121,111970771,0,8185,314526256771,1933954,550
2015-06-23,2593.38606647,1295,5460050960617,3957881906734,292500006,9784,73601284,0,9391,332223601516,1826944,549
2015-06-24,1937.42428914,1255,6542449203910,4767216557386,292500006,9469,123213838,0,9737,428101785445,1861953,545
2015-06-25,2025.91369122,1244,5062496387614,3782559766749,292500006,8885,163089376,0,8690,415141660972,1836831,552
2015-06-26,2068.04568387,1220,4706492265928,3778619006718,292505256,12186,152540008,0,10271,407423968727,2237567,552
2015-06-27,1912.33622034,1374,25739423527040,12262129053017,308754750,12924,218701327,0,11861,434790130087,2450584,543
2015-06-28,2043.28743094,1164,19650723200557,13770157135357,292500006,10279,167824869,0,9775,412917825045,2011331,549
2015-06-29,2141.4518653,1227,8433139872740,7939010674626,285193113,10709,137559595,0,10129,395337559775,1968798,551
2015-06-30,2068.28878544,1329,4889066823507,4510666273908,289463841,9163,121479237,400,8176,405257193686,2355596,544
2015-07-01,2018.71460236,1114,3486559817548,2824696024130,331785954,11629,128328671,0,10046,413899757382,2073775,552
2015-07-02,2045.10636949,1502,12005430952855,9587413542712,444234085,14536,162096033,0,13927,407712096186,2839576,543
2015-07-03,2017.05959767,1687,14644212998275,10607793866313,341250000,12530,99999700,0,10570,423157142754,2677041,554
2015-07-04,1975.35150503,1648,30816285534708,10703028530971,704673000,10080,111908910,0,9198,420847623350,2121511,548
2015-07-05,2108.64609643,1269,14008186402576,11559089706158,403711974,10655,131951601,0,9748,396167666046,2324145,548
2015-07-06,1928.7765576,1638,17571559488654,13096652155571,379021789,14136,142441464,0,13061,427378155910,2837717,545
2015-07-07,1989.17502876,1379,12301459233936,9927193682714,438771002,13773,107581844,0,12807,422236153428,2449561,555
2015-07-08,2120.20881811,1500,16413138958230,6054009908285,438760502,9822,87716822,0,9017,392130574144,1817257,542
2015-07-09,2034.11218684,1897,14307734793080,8613188661407,507920000,11854,112796203,0,9962,415369939258,2640464,546
2015-07-10,2144.85989951,2106,32490374622039,16678073993318,765007650,18307,214043562,0,15246,394114043717,3927449,554
2015-07-11,2161.36716062,2280,31308222848965,25267632564879,751277838,14531,254230367,0,12218,387097087676,3396825,547
2015-07-12,2207.13182036,1445,4764481640769,3690398079629,324329769,12738,193306789,0,11616,383879021264,2403551,547
2015-07-13,2212.35912836,1470,11528768164523,8795895072894,292510506,11635,123601217,0,9935,392073601405,2494496,557
2015-07-14,2078.67760763,1274,6340735980231,5088250706504,292500006,10462,118611906,0,8419,403768612065,2255715,551
2015-07-15,2153.0565832,1602,9100875680334,7263714975122,437229479,13833,167477051,0,11493,389517477234,2855050,545
2015-07-16,2349.191568,1960,16579258734189,7235652317034,1349701175,13428,225775006,0,12239,361811489529,2612079,548
2015-07-17,2537.39538074,1394,19243403734102,17189346556237,450766137,10621,169996262,0,9080,341141425093,2168515,555
2015-07-18,2572.1915732,1212,33132236759116,17622208887316,325000000,9299,255919196,10000,7289,332405919437,2774189,552
2015-07-19,2577.42765777,1327,7539677920629,5430606784339,568530809,11154,106134408,0,9309,327984706080,2078139,544
2015-07-20,2550.77203234,978,10225944452418,4379682007328,282038329,6949,72986450,0,4617,329994415267,1503222,549
2015-07-21,2673.09320837,1264,102452703297799,31527088474946,585000007,8830,91618211,0,5686,316270189898,1648122,542
2015-07-22,2706.71238298,974,4084352500938,2926344229757,257790299,6916,80628139,10000,3947,328144914155,1662833,561
2015-07-23,2906.09893707,861,12520664674757,4754050401812,264652352,7824,142246197,10000,4752,301370817915,1413240,540
2015-07-24,2818.49609628,1577,45086791120549,27329943342266,3423763787,7873,97118726,0,4948,309682833302,1623236,542
2015-07-25,2701.30317518,1129,11168160112069,6846736788070,367177589,12091,94670148,0,9770,323051813280,2222345,553
2015-07-26,2727.05081257,1074,7595610455917,6034130937883,352857139,7657,132871602,0,5375,317425729008,1490053,551
2015-07-27,2836.97564567,1324,15150883469520,9613283815532,1004331761,7664,70713887,0,6395,309563571330,1517524,545
2015-07-28,2770.80688233,1269,19613759781398,10323769135952,546385018,7253,89125216,0,6195,311810554073,1558381,545
2015-07-29,2548.42172965,1211,10778542552245,8184798755564,527171215,9406,127065008,0,8468,332184208138,1662996,553
2015-07-30,2940.99116472,960,6676651519583,5405291737290,338176000,7324,75851808,0,6431,300375852135,1475599,552
2015-07-31,2744.78302333,952,3176664299675,2650694130540,292500006,8054,249516522,0,6946,307606659682,1540828,546
2015-08-01,2564.14551473,1085,3757665267125,2949338833743,244282882,11904,85002761,0,10043,325270717294,2422392,547
2015-08-02,2588.04805731,984,3593961718746,2777111056987,390000004,10890,107172459,0,9890,330121458412,1915140,555
2015-08-03,2690.85595456,849,3963350438557,2461516142823,307300854,5023,31866491,0,4501,311567581060,1141253,546
2015-08-04,2538.50718025,1280,37603046866572,16674174669300,877807138,8365,59293981,0,7201,334159294221,1685215,548
2015-08-05,2617.40061723,1292,35752683694490,16924290196812,999990000,6524,85492860,0,5166,325828350263,1270218,550
2015-08-06,2728.03845683,1040,16411204624349,8042942890879,514747954,6467,67668709,0,5848,319031954721,1351625,552
2015-08-07,2526.69384644,1217,29087418741903,18484928523463,789292980,6865,78656523,0,5603,327400085334,1559082,542
2015-08-08,2481.46161882,1029,23934976605115,17825056512643,371433576,6886,98351168,10000,4947,345712637152,1680214,558
2015-08-09,2656.66173093,856,10505582408494,7563548767468,354974772,5666,70800254,0,5309,317735086242,1267982,545
2015-08-10,2496.21839924,837,6711463567328,5740774383734,346758847,6400,75960057,0,5979,338818817422,1161823,548
2015-08-11,2491.33595001,862,7469445829222,4700253010636,360003600,5800,81730284,0,4772,339196016225,1135115,552
2015-08-12,2459.84027454,1054,5921854347271,4546840191735,275785721,7138,74721245,0,5142,343553292891,1451910,549
2015-08-13,2473.24306889,1424,9384732927581,7319453266546,120503508,8036,74280931,0,5792,339652852577,2534812,548
2015-08-14,2569.47241039,1206,6019718435334,5146170378385,232217865,11242,150788204,0,9820,329979359889,2142888,550
2015-08-15,2590.57474633,906,22698587155738,21299945833742,232642365,7559,215622498,0,3159,328837051329,1432024,549
2015-08-16,2451.80324714,1601,4350281707430,3857853692329,232105989,8689,143776618,10000,6147,349658062542,2057683,549
2015-08-17,2593.86388814,2176,46063612722171,27631376216793,1910000,9778,192214120,10000,5987,330670785815,2163320,545
2015-08-18,2400.68984031,1261,8538402560653,6836938985639,278570304,10485,863379964,10000,7236,352884808742,1884107,553
2015-08-19,2552.18659124,970,5884686629653,4900985088616,278571435,6875,672326727,20000,4466,335422326980,1274392,549
2015-08-20,2499.08315043,1225,10009806222827,7863638489332,277393425,9554,1117954897,20000,7078,338560812293,1926373,551
2015-08-21,2525.64085846,1143,10510817088065,6499672745508,313044607,8578,1017538406,100000,6058,339760395791,1572050,544
2015-08-22,2511.65371624,1221,5252466368811,4359792568644,232076471,11799,1424257350,22987,9624,343788543321,1742095,546
2015-08-23,2420.7674363,1279,7922932877215,5800845494361,399996246,7754,1377038678,20000,4711,358134181760,1463110,556
2015-08-24,2453.73190669,1167,7496576459504,6701628661087,372601521,8665,933094777,100000,6360,340697380724,2738401,549
2015-08-25,2482.46044591,1064,8855352352357,6343314134911,324144833,8181,1078433426,138101,6244,337499862175,2009510,540
2015-08-26,2440.07033516,1126,4353733216437,3905730886960,237161092,10181,1273373423,49210,6517,349859087929,1871084,554
2015-08-27,2253.9588629,1060,34395145284004,18485031028626,277385915,8558,1446488892,541850,5265,376775060465,1547206,552
2015-08-28,2452.80793688,1042,4943337301679,4039915523679,325000000,9743,1331653074,100000,7112,345738796147,2041180,548
2015-08-29,2181.98947663,954,6294916778446,5146323400222,277976038,6878,1290452499,1000000,3919,384883309816,1309135,545
2015-08-30,2341.3715437,930,3249968905277,3030941299767,269924120,8408,1290774900,1000000,5432,351761489471,1370340,549
2015-08-31,2490.11029216,1082,9610743140434,7987557059436,416671628,9402,1355480969,35475,5771,307394052815,1800379,544
2015-09-01,2390.83269102,1687,22279478101313,12834626492037,1047997325,10939,1672447242,10000,6276,323923876193,1974526,551
2015-09-02,2560.9466522,1112,14642149461808,12816181020714,293004165,8803,1240470926,10000,5410,301345471380,1679788,551
2015-09-03,2346.10820282,1027,26229525031829,13414314901288,295447159,7783,1327040292,33293,4725,321322040666,1769821,549
2015-09-04,2431.7484614,1346,20720012045448,18131970375408,999996610,8757,1303481408,5218,5373,312356338958,1448847,546
2015-09-05,2435.77726726,1327,23161918305422,22079047299571,377734903,11724,1665357493,12600,8473,317063929345,1927144,550
2015-09-06,2523.40156071,1116,10364848885556,9132931994987,250714282,10738,1590450060,39402,7678,308631879098,1816941,552
2015-09-07,2430.37115266,1676,15801509333352,11862119330788,616126299,11965,1642911296,3740,8069,899380768876,2329993,545
2015-09-08,2182.27996241,1309,37780270354040,32215508097290,570931930,9036,1917666138,111200,6628,353084809393,1713110,550
2015-09-09,2332.10579916,1467,23410367541485,17178322353965,296786188,11482,1823023161,57700,7663,328002309255,2499931,544
2015-09-10,2240.46973753,1135,13658953289962,8750912310071,452560190,8369,1093836157,5220,5824,339975979368,2072991,549
2015-09-11,2306.97862256,1343,13117863857623,9838799081914,293872867,11285,1073550081,3740,8576,333687836240,1988714,550
2015-09-12,2394.49510517,1103,22839767514851,19557094287518,334291970,9032,1037655076,5200,6607,321701226898,1786521,554
2015-09-13,2338.51566352,1030,7392962999906,6536183551065,376069175,7442,1057562407,6700,5693,328156134302,1500106,543
2015-09-14,2267.62153111,1268,11961283507551,8552835905169,599996270,8009,1113663106,5200,6188,333644377831,1688075,548
2015-09-15,2525.90666083,1237,12782634783430,8725365270859,717842032,8231,1116556789,5210,6407,301221557214,1948071,550
2015-09-16,2540.28035533,1477,12284912361808,8098752104111,606778635,9443,971212844,3740,6936,313611927552,1872350,551
2015-09-17,2447.87862615,1054,12041315518547,9994591397499,293283745,9799,1003219036,6691,6354,315231790890,1632869,545
2015-09-18,2652.01148639,1052,12980238444565,7967591585746,505673062,7557,894675743,5210,5314,292475390547,1460247,546
2015-09-19,2481.49461595,773,7613421666983,7222136156806,251640166,6631,912843427,9630,5175,309542129620,1168839,554
2015-09-20,2597.20054271,789,25929196561735,23178191310330,416002456,6355,940018709,10000,4987,292019304916,1216613,542
2015-09-21,2562.06590667,1227,19901074615920,11457597824569,1012237119,7312,1092647946,6680,5684,300946934148,1715593,550
2015-09-22,2207.69239485,1563,32557945469355,23206394410107,211979192,11509,1312293691,10000,8858,344707294096,2397462,547
2015-09-23,2519.24913702,1259,11179004602060,9127166831599,251432333,11128,1095918866,5210,8712,311647347916,2035253,554
2015-09-24,2260.44935149,1460,14322037291832,7635926978796,543465864,10479,1112402092,3740,7814,330550973921,2046912,538
2015-09-25,2346.68936864,1174,8069496321966,6054987939965,250712031,12483,1006498205,5210,6927,325848641484,2146823,549
2015-09-26,2466.92882305,1026,4295480130270,3669118780742,230002300,9755,876150267,6001,7301,317862579301,1747482,556
2015-09-27,2509.68345248,1264,10623114547302,6864767661666,250713162,11216,1082037130,5200,8004,306034180472,2046846,542
2015-09-28,2596.41464743,997,5137070835766,4577826234420,250000000,9529,1151903650,8160,6928,297746904113,1751176,552
2015-09-29,2310.47554055,1245,9746972829397,6332617561461,458462959,9098,1036796941,3740,7158,328971083010,1717787,546
2015-09-30,2180.42515225,955,8446600759269,6371657705216,332919230,7867,1089315413,8160,5839,344818601456,1606225,548
2015-10-01,2255.64933888,992,22186175705371,20080235134476,332332844,7954,1023711068,8170,5680,337064425716,1466414,551
2015-10-02,2095.56813244,920,4904726518556,4451879245466,250712031,7024,1036694983,8330,5167,359307409603,1351574,551
2015-10-03,2056.71512213,831,8920100561467,5873623180372,294638730,5861,968864599,10000,3763,365674579224,1074200,551
2015-10-04,2084.3074302,849,6255971263952,4837016804864,305273135,6082,1071417034,10000,5237,360094274524,1125290,547
2015-10-05,2144.71539548,1090,26740657270995,22636230751411,376075863,8367,1449947295,12584,6353,354789947649,1946257,551
2015-10-06,2073.94577944,1249,31182768132445,27235731299314,332722777,10454,1206090474,6680,7712,361482519364,2273677,548
2015-10-07,2098.65384069,1057,16156146436647,14389641705768,292500000,7747,1103670376,8160,6153,1105338979683,1536931,545
