date,average_difficulty,tx_count,tx_volume,heuristical_volume,median_tx_value,active_addresses,fees,median_fee,payment_count,reward,block_size,block_count
2016-09-11,29794.0543861,1166,7221999199258,5214766337470,200956311,9192,1165622027,10000,6103,212631183752,1977179,545
2016-09-12,29983.4517222,1296,6579975196942,5289759856344,201438375,11867,1708738591,20000,6494,213562310521,2735523,546
2016-09-13,28446.0001245,1380,5799498070771,4230651493122,194118551,10259,1334540735,10000,7194,213964133075,2277091,548
2016-09-14,29074.4369787,1213,6306070543523,5162433323530,196913250,8880,1243706210,10001,5907,214649318960,1786214,550
2016-09-15,31202.5043355,1119,5008726618219,3984107400436,194505101,7788,1195423755,11300,5260,216541087530,2311526,555
2016-09-16,32032.1775243,1190,4694874011821,3433100668434,192864997,8781,1161901169,12341,6218,211851442484,1938929,543
2016-09-17,31273.1266672,1123,6116298752193,4188896380852,194002844,7776,1191527711,14951,5361,211105048616,1935592,541
2016-09-18,31401.2181006,1011,2628899349237,2259575124850,192827094,7609,1333694877,21452,5361,216679358652,1367713,555
2016-09-19,33963.6590394,1174,4682412644046,3700797676084,194002844,8521,1247486683,11372,6100,214265089228,1951566,549
2016-09-20,32378.793436,1089,3799103262126,2859046978556,194006036,7838,1210539452,20000,5621,214228141997,1372828,549
2016-09-21,30475.6161356,1233,6427539312621,3369165209740,194076010,8762,1494303747,20000,6099,214511906292,3673530,549
2016-09-22,35646.1182179,969,4581556416894,2924338139367,194002854,8098,1157001611,20000,5418,215726644976,1378588,553
2016-09-23,37132.2914621,1014,5212186843460,3589217310976,194005101,6949,1384429026,27477,5095,213626011161,1341253,547
2016-09-24,36399.8940967,1239,3808567620390,2956256884852,192828021,11097,1253528826,10001,8037,212331080346,2039002,544
2016-09-25,34459.5568054,1201,4907458265328,4274315688859,195700012,9545,1234259745,18480,6711,215415892905,2364078,552
2016-09-26,35600.6132496,1126,3397639678633,2865074350912,195646729,8681,1662756190,20000,6243,210412246480,1944850,538
2016-09-27,35792.576021,1237,6428384808339,4703611864848,196859837,9675,1461189902,30000,7035,218358894497,2262008,559
2016-09-28,39888.9962302,1073,8482024211857,3811158157095,199054480,8731,1093324692,20000,6404,209842814982,1429237,538
2016-09-29,35527.5939424,1213,11367099930113,6643583112258,196277385,8621,1608275417,27935,6107,216565928987,1920381,554
2016-09-30,35207.9633813,1220,12698242538899,7354083553677,198802357,8960,1447732604,45612,6607,215629365764,2192377,552
2016-10-01,39316.278189,1207,10224466321705,8780195151003,194218375,11247,1649866406,40000,5973,211563387311,3558245,541
2016-10-02,37252.0973219,1057,4481456704209,2119486147293,194002844,7671,1369440743,20000,5527,213999033083,1734169,548
2016-10-03,39045.1510091,1265,7660507498150,5025579059085,194830951,10162,1616787394,20000,7024,214246379734,3030879,548
2016-10-04,35444.6941403,1104,5478491047518,3905559869052,200002000,8323,1361729919,32517,6045,216707393694,1870683,555
2016-10-05,34350.7627496,1290,4844545690585,3663390584911,194005101,10333,1513075684,20000,7417,956227657819,1880165,547
2016-10-06,41555.8311508,1197,4881793380614,3604120267672,200233422,8997,1419596379,100000,6485,212885158104,2197078,545
2016-10-07,40894.3060861,1156,6543373735572,4060212036772,198415426,9086,1456848934,80328,6464,212534400454,1903687,544
2016-10-08,40464.8173375,1209,5860249171350,4102324569600,194002854,10087,1384269883,20000,7238,215565903043,2078539,552
2016-10-09,38271.5806397,1198,4894598091914,3558513881600,195726871,9206,1402937335,19990,6485,214032529675,1620710,548
2016-10-10,38818.9377415,1299,8134751951204,4856487826246,211904857,9703,1674079639,40000,6663,214691682184,2069920,549
2016-10-11,39944.6443922,1340,6035825400769,4535024711332,205152263,9825,1591934617,30199,7111,212669486137,1845356,544
2016-10-12,36685.9757857,1398,4467646365255,3543093002360,194009441,11172,1631335971,23651,7979,215424958926,2025155,551
2016-10-13,38047.662426,1231,6693814860717,4620903845154,194641902,9625,1376528264,20000,7142,215170151219,1648792,551
2016-10-14,38773.4849281,1305,6687025029621,5100660220898,198167781,9998,1445196693,20000,7322,215626829853,2031509,552
2016-10-15,36362.0647251,1464,6969422219169,5018965111516,195601728,12770,1636449110,15369,9112,209221908785,2338272,535
2016-10-16,36773.3567747,1274,7365684691870,5896597124354,201224301,10252,1494228131,20000,7545,217615912316,1774994,557
2016-10-17,41920.9419111,1262,5324728372722,4279696274127,202899024,9376,1634099173,59483,6757,212323640488,2565330,543
2016-10-18,37608.844327,1171,7180883379490,5105848665548,230621662,8887,1705014577,100000,5698,216274657942,1747343,553
2016-10-19,37991.4676228,1173,9203817269627,5895600992481,208828656,8910,1338540530,70500,6179,215520173690,1534550,552
2016-10-20,40560.7740356,1396,8441887090055,5364363445650,196901284,10956,1555069965,20000,8218,211468590870,1998690,541
2016-10-21,39830.2336006,1319,8366546985392,6063437975983,194005101,11382,1525179557,18107,8104,215706812717,1843725,552
2016-10-22,36760.0861326,1388,5458653964689,4226390800619,195282228,10864,1545568092,11630,7868,213787150227,1969555,547
2016-10-23,40229.6891134,1097,6504233871239,4853097890591,201676231,8427,1461777791,100000,6129,212927339516,1746906,545
2016-10-24,35565.3128678,1292,8395662440549,6374827235990,244733821,8791,1890160329,200000,6249,214907762874,1684326,549
2016-10-25,36718.4334493,1440,8393601031096,6021380222992,211295666,11219,2002318242,100000,8587,213855890172,2036213,546
2016-10-26,35730.6678449,1458,14383289093074,10248665620114,230002300,10112,1617293072,39161,7453,216962956847,2760908,555
2016-10-27,36777.8829865,1429,9729489217165,6615351668910,224515151,9841,1978301453,43524,7306,212667842768,2170775,543
2016-10-28,37260.4872525,1418,9441652706668,6244256918371,220002200,11549,1607914398,50050,8138,215789547558,2215799,552
2016-10-29,35916.0798524,1337,8437428909628,6439279191480,240002400,9881,1533122231,100000,6771,214550724776,2040911,549
2016-10-30,42240.1806467,1290,5975841178031,5043735583469,203895140,7285,1356709288,13635,4232,212434260808,1719075,544
2016-10-31,37604.385718,1582,9872785704048,8034249295819,210002100,11746,1714635622,11666,11267,214732238167,2690362,549
2016-11-01,37712.799531,1754,37875985924415,13871856844948,387337567,11819,2024910767,100000,8341,215430523517,2345752,550
2016-11-02,36141.6451909,1348,5393965891764,4505006181943,195368758,8730,1489400058,18700,6401,214507002603,1778483,549
2016-11-03,36294.7549402,1262,9352302426370,7025241567252,224481360,9964,1560858201,100000,6986,214578460746,2173108,549
2016-11-04,35383.0037926,1265,5770976011342,4720819170520,196693426,10306,1414308524,10874,7200,876370911069,1838588,549
2016-11-05,40747.4353602,1113,3999719589411,3342980582771,194002844,8300,1394131787,15300,5318,214023724127,1707126,548
2016-11-06,39096.0419127,1246,8501011298834,6405983638861,251800000,9410,1527870149,15556,6531,212605421669,1825676,544
2016-11-07,40259.5744116,1263,8698680083092,6132347304753,196209294,8915,1601965321,20000,6299,215783598481,1629053,552
2016-11-08,39127.1123979,1342,10893364905410,6384906588220,295932029,10307,1590591702,100000,7340,214996204452,2385669,550
2016-11-09,39904.4023605,1336,7195382894371,5629973271878,196149475,10117,1621504447,64421,7019,214639106992,1784693,549
2016-11-10,41166.6417135,1259,7921301763970,5377930869793,233973814,10686,1481342295,20000,7897,213722924430,2056378,547
2016-11-11,40976.9901948,1455,10492907367988,7475820769998,200002000,12786,1566047480,10000,9319,215747680640,2484773,552
2016-11-12,47219.5754682,1386,8105666492858,5693515005273,193414604,14316,1518493899,15916,9151,214148086239,2295133,548
2016-11-13,45154.082282,1477,6733770176353,5040162869524,194955074,12575,1580199468,10000,9210,215373822423,2331807,551
2016-11-14,47440.0923415,1304,7866723912099,6027145303475,194002854,10305,1523882989,20000,7015,213377454919,1807340,546
2016-11-15,46112.705399,1284,5151718096167,3920661542807,193960438,10361,1572599941,20000,7371,214978212691,1908082,550
2016-11-16,46300.8078143,1270,4972774522137,4039639687684,194033781,13099,1716522212,20000,7657,214734124757,2068585,549
2016-11-17,43496.0031929,1166,4270709049693,3592515632229,200013043,8652,1590747706,110450,6062,215384370661,1851387,551
2016-11-18,42813.0802342,1457,29413180320599,5906564092980,373544457,12012,1628724783,200000,6977,213094286508,2078840,545
2016-11-19,43819.2544698,1486,6991255197014,5121065928211,200182184,10758,1633868813,20000,7885,214263461153,2539304,548
2016-11-20,43726.684211,1205,5898723805605,4739628798984,200600870,8731,1479706777,20000,6426,214497309322,1898755,549
2016-11-21,43807.7136306,1134,4681530500467,3823130316207,194002844,10720,1388693343,14051,7154,215958336708,1617605,553
2016-11-22,48896.4170011,1036,6734124048116,5240472236937,381567281,7281,1562910185,155400,5192,213416482115,1332047,546
2016-11-23,50086.4863487,1369,6654796409897,5175545310904,194002844,9864,1591324339,10000,7357,214220916679,1765326,548
2016-11-24,54329.6426052,1298,8475525069535,6127724040741,214879296,10992,1481069205,26592,7921,214886681955,2235386,550
2016-11-25,54147.47622,1593,8199977989092,6240550963487,195844768,15638,1606912419,9650,10609,213848494554,2834164,547
2016-11-26,56199.3402631,1354,6741899552449,5433299356773,194501813,12392,1554496828,9635,8686,213020058553,2028248,545
2016-11-27,57056.3634435,1191,7742787214501,4918061854820,244995764,9646,1375614835,12046,7008,217109288815,2259399,556
2016-11-28,53526.577758,1177,5662406369274,4861017045625,201591312,10766,1651971055,21536,7527,213505542985,2017875,546
2016-11-29,55085.8687607,943,3528235276163,2923552008553,193673891,7971,1313632995,25900,5610,213943225335,1614016,548
2016-11-30,53816.3907452,1079,8040028445901,4378351060969,212505430,8443,1374386708,100000,6041,214003979048,1829327,548
2016-12-01,58428.7806287,1243,10558759808125,8301373295518,221285616,10528,1552590370,12591,7559,213794172505,2217484,547
2016-12-02,55670.7504047,864,4602429244117,3679448794495,209900000,8070,1390918031,100000,4421,213632500166,1593024,547
2016-12-03,52069.7373152,933,4582397529315,3690343325220,221730131,6850,1282836939,100000,5140,215464470099,1333710,552
2016-12-04,59629.1164112,953,4642022789980,3279980436986,197356249,7397,1605860420,200000,5091,956886391530,1607179,542
2016-12-05,56297.4998848,1144,10713658468247,8338406850916,370743295,8959,1374631934,78200,6460,216332285504,1702472,554
2016-12-06,60653.737905,1026,6558795056543,4761395697906,377940768,7591,1360524079,143971,5735,213990116419,1353440,548
2016-12-07,62006.9512705,1182,4244563076512,3611060687915,194005101,10100,1472322940,19350,7769,216429976510,1685461,554
2016-12-08,59685.0858893,1044,4571224039191,3783110298230,195593162,7579,1449937020,63350,5633,212527488540,1900785,544
2016-12-09,60764.2533835,925,3548694655801,3008496776527,194092148,6977,1265745411,100000,5019,213895337751,1312350,548
2016-12-10,53465.8376404,958,2926947484559,2328422044665,210002100,8732,1234493769,100000,6856,214252096314,1129782,549
2016-12-11,59591.3719459,1066,6959363954228,5401120746947,244234858,10161,1497746729,100000,5623,214127339069,2043623,548
2016-12-12,65625.1614217,967,5533484976061,4252202462823,214990384,7519,1439522416,200000,5494,213293094346,1377698,546
2016-12-13,61322.315698,1162,49703056275222,9904702377771,299990000,10360,1552537327,79769,7853,214182129667,1897121,548
2016-12-14,57964.3564719,1065,5228094217164,4055769248510,212666066,9159,1634384466,100000,6101,216980048241,1581066,555
2016-12-15,65992.6706957,994,5187575173033,3923412736637,276597265,8749,1340789984,100000,6522,211642321094,1541294,542
2016-12-16,64573.0442793,1129,5030652243938,4308954530703,210002100,9853,1696621339,100000,6340,216266264704,1876720,553
2016-12-17,63948.7168613,1137,5090064000581,4375098856248,210511250,7650,1559737425,100000,5225,213025299150,1587071,545
2016-12-18,63362.4685019,1074,5861539376085,4952615618956,266725529,7064,1496825777,100000,3924,214126418117,1445426,548
2016-12-19,59102.8177318,1322,8795814451058,6892806103952,324896017,11846,2172082932,116124,9165,215189685477,2692666,549
2016-12-20,61442.8734152,1273,11743360431775,7787764205580,200112697,8865,1987915164,200000,6404,216557558529,2519769,553
2016-12-21,62335.2799135,1311,8965083717994,5020792918444,249078031,10283,1916518136,100000,7087,214546110476,2534185,548
2016-12-22,60389.2857866,1343,8457269091430,6573463083432,339974000,11269,1899114562,100000,7608,212588655877,2011160,543
2016-12-23,62866.4945645,1268,6049918914956,4815924546764,366100652,10280,1755790969,100000,6976,214385383309,2025391,548
2016-12-24,61616.8580178,1140,7096162160689,5653738175476,200600493,10457,1541339247,73844,7075,213394911177,1911443,546
2016-12-25,63527.1913229,1196,6352080896134,5058072244660,208170860,10274,1590739638,22940,7401,213832321773,1901775,547
2016-12-26,62761.9414861,1190,5772886273283,4895421091402,200385954,9959,1655259396,100000,7242,217000923171,1777397,555
2016-12-27,65306.8022055,1215,7559410387739,5575093375663,230930404,9860,1789934644,100001,6629,212867486164,1811318,544
2016-12-28,66456.4813464,1238,11566328930756,6071636277136,380879232,9052,1928486187,200000,6453,214170068322,1820727,547
2016-12-29,57801.8947618,1182,4965414373476,4021826757856,300000000,9067,1749327207,200000,6031,213990909342,3181086,547
2016-12-30,58958.834689,1433,7835295682234,5843128988813,373842651,11645,2086398785,100000,8370,215104001330,2248656,549
2016-12-31,61540.1882378,1005,3898916580347,3036848641745,205934203,8399,1584919136,200000,5632,215766552296,1561553,552
2017-01-01,65797.1584792,1073,5684893716761,4392425082626,231781818,7939,1681509914,200000,5414,213923092049,1616374,547
2017-01-02,68516.9048438,1156,9759812587296,7087361540343,377737433,8191,1706558005,200000,5623,213560129935,1682228,546
2017-01-03,65500.3506594,1522,8853219427265,5834182982687,388882789,10968,1983633166,100000,7141,213449194891,3079644,545
2017-01-04,51906.3676817,2349,18817264847942,12086211412154,590131445,17842,2578648198,100000,11037,928122281358,5025738,552
2017-01-05,60135.7540857,1762,13984887374520,11502567457596,274000000,12218,2321274342,100000,7916,211458774837,3014828,539
2017-01-06,63631.5170225,1664,23486653231059,10251808777498,501213260,9616,2347388413,400000,6942,216917031778,1885179,553
2017-01-07,72628.8772253,1439,6651574902151,5163750206422,226180001,10409,2041404119,100000,7758,217387067894,1769637,555
2017-01-08,76304.8972317,1244,5593908396106,4374416593714,210002100,8539,1744619868,146118,5847,211658140773,1853115,541
2017-01-09,76126.2863804,1363,6253601661781,4394932493908,276052672,8869,1694462370,32325,6536,216264105735,1908671,553
2017-01-10,77155.8791346,1094,4572892687229,3460572609941,210002100,8371,1596853794,100000,6153,211510374699,1390542,541
2017-01-11,77340.3946014,1065,8611394171250,6736679702303,239711885,10561,1899685001,200000,5223,218021369186,2189756,557
2017-01-12,75586.0353068,1424,11463521257857,8617626283819,376273613,10532,2010119325,200000,7741,213475681050,1851556,545
2017-01-13,79272.0164766,1176,7217448648274,5946029587535,194604851,8596,1753433527,200000,5763,211666954432,1553867,541
2017-01-14,76806.6673373,1235,7850613500600,5412170372589,203167605,9072,1742221936,100000,6567,217863906121,1558766,557
2017-01-15,74456.968971,1266,9397252355876,7536070719320,239857611,9102,1852706391,100000,6488,214482298731,2322545,548
2017-01-16,77155.3712198,1214,13431840492698,6544429620703,299998866,8104,1587959711,200000,5364,213441531641,1436682,546
2017-01-17,80419.4024858,1334,13637163445834,9725674456915,287980000,9387,1889951518,200000,6629,213355513243,1717704,545
2017-01-18,78210.1535683,1192,7605861861838,5361824952916,380804997,7813,1862543420,200000,5255,216044176580,1722559,552
2017-01-19,78219.1782294,1507,19066917277496,11002411524093,418370762,9631,2107404413,200000,6253,214348986548,2428804,547
2017-01-20,82363.9995233,1413,15083239592313,9799257131714,501443344,9336,1953074773,107800,5709,213806646703,3023690,546
2017-01-21,78749.0501302,1126,9061463337322,6774742041721,199563080,7694,1828356628,200000,5987,215233969378,1895361,550
2017-01-22,87036.2263921,1052,6868059284497,5565548802384,209967033,9856,1792346394,200000,4821,214421938734,2404735,548
2017-01-23,83774.6494945,1107,8328379105315,6375508010280,264880925,7941,1617591177,113000,5685,216963254952,1755645,555
2017-01-24,99421.0945441,1142,31769012684403,15052588604201,500346851,6651,1802074246,1000000,4717,211327584946,1338449,540
2017-01-25,79767.4512151,1156,22539527439428,14457732556041,563151534,7542,1730041782,200000,5127,215911674942,1429006,552
2017-01-26,86999.4358998,1223,10474501710758,6997277889452,328705688,8759,1790330179,200000,5988,212867881699,1632818,544
2017-01-27,87356.8040936,1146,8968946957314,7074894210236,402369745,7648,1790685332,200000,5482,215972318492,1316722,552
2017-01-28,88356.6099224,1237,6580312412966,4804718197264,342062082,9153,1572924657,100000,6084,214202516997,1559416,548
2017-01-29,81936.6991889,1053,8300683389314,6070828342433,270369002,6740,1579966591,200000,4687,214209558931,1190029,548
2017-01-30,76471.0835463,1171,11441801610704,7806291261659,592503718,7345,1953101270,200000,5148,212254632380,1829530,542
2017-01-31,80134.2021527,1422,19935059450726,11437985116283,419423129,10947,1778917849,90043,7364,218288612239,1947454,558
2017-02-01,80419.624356,1319,10071559717203,5985722079962,399900870,11799,1660617851,160000,6460,212738169371,2624917,544
2017-02-02,77342.1312055,1377,13481251811122,10585058512256,285524859,11646,1630289299,100000,8050,215423912254,2196572,551
2017-02-03,65556.0468625,1958,24525719191514,16148682416360,561964859,16037,2343712805,20000,11396,929549254120,3093082,543
2017-02-04,81264.9750057,1967,14123625545718,10501609726752,355286348,17084,2004228727,20000,10903,216961882297,3367826,554
2017-02-05,75642.4376223,1690,18623868804194,14060380478899,505649406,13050,1776791400,20000,9935,213630363330,2214772,546
2017-02-06,85702.4023399,1842,20579611687947,10198480874889,194002854,16189,1511604769,10945,12704,213365176699,2361414,546
2017-02-07,77901.3195141,1961,11517471081817,9169843514726,200000000,22082,895757570,8820,16092,213913360115,3810747,549
2017-02-08,71314.6270192,1641,12380138610203,9667685284856,230002300,19666,784741146,10000,12237,212250302871,3007831,545
2017-02-09,74767.6343107,2003,14991251902179,13266532125622,197497961,20534,458191679,10000,15012,213863804429,2946097,550
2017-02-10,79679.4226993,2143,19757525451925,12343764258290,194112579,24154,403990570,7480,17929,213809603320,4022743,550
2017-02-11,83418.3182216,2212,14878261692550,11935149344300,195274722,27367,199761915,5200,20778,211665323640,4002939,545
2017-02-12,88453.1943317,2376,12995479990945,10765795976223,190001900,28147,276315362,7480,20641,210965856677,4498461,543
2017-02-13,81631.7594749,2486,16546707154197,12763903744683,220002200,34162,324458878,4520,24867,213730071628,5138843,550
2017-02-14,85277.0583998,2251,15198071254084,11819181403486,204242634,25945,363147486,5880,19570,214544780646,4061581,552
2017-02-15,91650.4802122,2711,22474546235758,17368485732478,264521442,23669,368181446,11300,16549,214161804401,3721995,551
2017-02-16,87971.7737842,1878,28692924396049,15522175603391,239196200,14866,341815316,10400,10068,211419366836,2583492,544
2017-02-17,83901.4216217,1916,22086824029364,14063120205601,206973845,18036,271359353,11300,11759,215229012923,3089778,554
2017-02-18,84451.9354924,2266,93203871298642,13477143184143,310613688,18715,458714634,13360,12626,211148255949,2919089,543
2017-02-19,84309.2052423,3477,48948808685664,25937569441205,472448683,31728,493001687,16320,21907,213510604232,5139209,549
2017-02-20,88778.0161731,2998,24629500150822,16262639618053,209400727,33485,661767455,45000,22463,211739318975,5260649,544
2017-02-21,81631.6088263,2470,18484099177688,14239293978020,255450603,29157,443842415,40000,16298,215789506190,4348255,555
2017-02-22,87838.784204,2139,39451450095597,13111393711226,390763307,21468,339319070,10000,13768,213744931820,3704749,550
2017-02-23,84352.100625,3056,30930615330213,25136372827761,483606149,26229,402356596,13463,18475,211479908116,4193445,544
2017-02-24,82559.2031001,3453,37695263706889,23236948160712,443209458,25877,578358950,45142,16579,213983971700,4086722,550
2017-02-25,83540.5965445,3154,45332874513356,16874552063756,321003210,28237,415837961,26280,20038,211105379276,4176636,543
2017-02-26,85651.5085263,2999,60250167667552,22536497191888,300003000,27490,432632005,37300,18704,215390285575,4391523,554
2017-02-27,87397.0414455,2548,25537124205652,16788104181578,274903730,23091,411238570,45200,15028,212652820705,4021055,547
2017-02-28,84515.3092546,3567,33857069216206,15710845825977,735284716,30452,713404899,45200,16098,214119017649,5005803,550
2017-03-01,92671.1662925,6405,101318081285044,38236121403094,1001000021,40541,952814172,45200,26736,213582406512,8555458,548
2017-03-02,98686.0296251,8223,115781028006980,78782515616206,1059694429,38078,1116552716,45200,24309,213746145056,8459648,548
2017-03-03,99448.089513,5968,50886427797760,32969701033877,685112057,38775,902768457,45200,25169,213920371002,7355198,549
2017-03-04,88939.3163989,3864,26005083483499,16758378266491,241162058,30499,641690540,45200,21130,208559730536,7523624,552
2017-03-05,98712.3355007,4034,24087117511899,16974637164472,218652587,34136,556110070,45200,21232,840421218019,5921467,539
2017-03-06,105463.614111,3688,27394730704011,16537198853373,205170365,28973,909784249,45200,18018,200513320063,5676057,554
2017-03-07,104919.223978,3482,25607665539957,15083470500985,257030935,25802,453902348,45175,17829,199336847780,4519514,552
2017-03-08,101105.993962,3212,27778673576054,17069621111289,264753965,25108,364068364,20000,17978,198166128223,4646819,549
2017-03-09,111881.452006,4818,49313668107691,18556888647379,250002500,38629,528817010,45000,26644,195808810532,6590206,542
2017-03-10,107445.716853,4406,32470427013377,19286229041087,400000000,28236,663082559,45200,19291,200266618373,4695443,554
2017-03-11,123224.046224,6093,56956448651189,33974881225020,587736452,32915,877476704,45200,22104,198679536563,6297966,549
2017-03-12,122994.624032,5804,36684006346353,25893039068385,499429120,30829,845454844,45200,19409,197926924321,8365192,547
2017-03-13,108212.392347,5461,35477178229138,24089003619293,367856872,27073,786745364,45347,16698,199669690796,4947193,552
2017-03-14,112665.11494,5572,39797486297059,22510806494512,385025214,29817,684339672,45200,21204,197765809149,5420973,547
2017-03-15,120304.369442,8706,109699743447232,51892644006392,519297362,41700,1052994351,45200,29116,198855054210,7736311,549
2017-03-16,115990.999021,7744,79702227409468,36759627573258,503913677,35400,988113936,45200,22551,197348993031,7212287,545
2017-03-17,118585.259551,6730,62967733845216,26949579670722,364357053,35597,696251431,20000,23757,198138016099,6673626,548
2017-03-18,119705.829238,8791,79678536888716,42571827097007,508905150,44780,827680802,20000,28592,199710626234,8578064,552
2017-03-19,116138.178396,6974,38233684485908,20561451770552,272558011,40873,648829119,16165,28155,197009708214,7114410,545
2017-03-20,105125.49513,5458,40856817243760,30639697645121,200004666,31451,471616771,10475,19258,198994267012,5797629,551
2017-03-21,100307.854185,6764,37032819819112,27226056163402,277111767,36204,565205584,10482,25382,198006970252,7137617,548
2017-03-22,105576.364167,6151,118650753663818,40904154217493,321003210,34767,476058188,11320,24021,197917822856,6225705,548
2017-03-23,106954.359347,4959,21836794092689,18865064240637,180143039,31126,378748093,10000,22421,197820512761,5560394,548
2017-03-24,110417.945927,4659,64054027198992,38237285215151,267562540,21906,458372475,16552,14213,196819251570,4041126,545
2017-03-25,103840.754774,5023,34641859915515,19401363520818,216760502,26198,492230480,15045,17197,198294290339,4652504,549
2017-03-26,100083.969366,4459,43924613827622,40005646208782,180201811,24239,465957123,13380,16888,198988607364,4215627,551
2017-03-27,104806.550072,5850,32618086494476,23523793710522,332077904,29745,660871495,13546,19421,198823226545,6298858,550
2017-03-28,104411.484565,4616,29166298576658,19120195142481,215071563,25908,439855578,11513,18794,196800734673,5515567,545
2017-03-29,101443.138709,4936,34319677873572,27622535644902,180155045,37489,396274589,10000,28688,198918924830,6084821,551
2017-03-30,99036.8224664,5703,20698107122307,16551315999566,180334312,35985,580231073,10420,25354,198382290932,6318135,549
2017-03-31,113938.635359,5894,33828158858894,22185543709182,325783091,30348,612609223,13560,19308,195532307554,5658891,541
2017-04-01,114981.327333,5089,29936029390539,20867320769983,180156642,32421,445110032,11300,23176,200048645846,5436137,554
2017-04-02,98091.0879299,5796,25045669042381,19432373784762,182003527,37627,660287311,11300,25586,199182937552,7070818,551
2017-04-03,107562.704251,6384,44431340769449,28374340350278,385232468,38970,670474247,13542,27151,196310762960,6790469,543
2017-04-04,105549.163374,5011,38714967481329,16026469700821,292869422,29661,597914018,13087,21313,197679383495,5758339,547
2017-04-05,113225.862478,4504,31290406133549,21107141113293,230002300,26149,451858219,11281,18637,716741803651,5240191,552
2017-04-06,106120.136723,4478,22831334826680,16677623105295,170150923,28072,384455466,10572,21122,198907105707,4581271,551
2017-04-07,106470.937606,3308,12164543830103,9264469208992,180139882,20351,275276828,11300,15279,196275860732,4182116,544
2017-04-08,105454.450706,2957,13244103887545,11543192365606,180150267,18393,519742238,45200,12226,200123278052,3625017,554
2017-04-09,111846.291694,3219,10238477831037,7644783847545,159909313,28285,579366774,45329,17516,198021131442,4966910,548
2017-04-10,114291.239783,3255,17174226241291,12945764546418,180106889,17126,444403347,45373,12105,197886168015,3987756,548
2017-04-11,103210.421801,3644,14917132877047,11316496403342,180264348,21170,560811759,45208,17376,195840805281,4505157,542
2017-04-12,104397.175201,4473,30311798953423,21623086841500,181224754,27635,538592444,45235,19877,200862718640,5064437,556
2017-04-13,105238.223392,4484,40854412755743,20104332188674,258258586,46463,665250943,45200,17348,198827605993,7716844,550
2017-04-14,118367.564099,3847,66770343907068,21458481282662,181366184,30872,561301009,45200,18069,195841294531,5652263,542
2017-04-15,112003.009793,3362,15320455938656,12437185111262,180102159,21372,598048598,45421,13680,199480994030,4272011,552
2017-04-16,121093.531931,3240,16121093443690,9350720672683,180145342,23666,553924259,45438,14494,197635393736,4325662,547
2017-04-17,113659.382033,3681,27327572935654,13154196461531,170158782,27083,667491346,45247,22941,199550436778,5088252,552
2017-04-18,119214.182319,4068,20649862141123,14063200939407,170001700,25614,660396280,45200,17824,195940389802,4904373,542
2017-04-19,115827.465958,3822,12823104341801,8197315774326,180124779,26819,465565068,40000,17646,200069100882,4561627,554
2017-04-20,114656.599529,3898,12572376896883,8673221750144,150001500,27785,431292511,10499,20064,196431876415,4824635,544
2017-04-21,120559.416917,3771,9340334615511,7684942884266,140130286,25339,443585887,10000,17076,197525055364,4484981,547
2017-04-22,122299.858277,3527,9129609884173,6224624347958,149796033,23792,288078298,10000,17380,199531318921,4349774,553
2017-04-23,116589.786815,3372,9346513401458,7754568560614,170293044,21392,494513012,20000,14876,196855392107,3675265,545
2017-04-24,121933.77192,3295,11517098577968,8105732042619,180135906,22197,612554398,45200,15957,199855795021,4678783,553
2017-04-25,121641.95612,3846,29446304631387,9531860017595,81748887,12458,272649917,9415,5471,194832053057,2793518,540
2017-04-26,120175.762099,5364,30897841419563,11436233857583,82898424,25537,357670006,9416,20000,198880320247,4425881,551
2017-04-27,110695.741854,5678,46882981555316,18541561373515,112087710,30503,414051288,9416,19377,197855815956,5591299,548
2017-04-28,126019.358295,3980,39085185400946,17689112717993,196401323,24843,356451730,15541,17313,197437921207,4713020,547
2017-04-29,124344.077945,5689,78491689048599,33189529659576,221126602,32578,577870740,15584,29419,198379930599,7080017,549
2017-04-30,121646.799703,4182,43029704055497,14766295710785,180188618,21405,418001664,15707,16831,194977404804,4548008,540
2017-05-01,115717.152569,4521,85503187687199,23152383277408,180903249,29703,497934008,12460,21753,201182355395,5586059,557
2017-05-02,119357.298916,4081,231537306105104,22063793071690,181177397,25826,388469973,15540,18626,197469939450,4491596,547
2017-05-03,124025.304416,4224,128951489048880,26236697588758,181429988,26756,481549251,15545,18747,199364494683,7128375,552
2017-05-04,127789.611407,4994,44947973874503,23960539356445,191925338,27905,432157412,15546,20127,199675398035,5069783,553
2017-05-05,125881.005323,5862,42531812039790,21738560255268,190001900,45185,470907181,11300,32918,798837424748,6976697,537
2017-05-06,124343.142726,4174,17358237612036,13054920384153,180139033,30299,457030660,15547,21802,198619385710,5279431,550
2017-05-07,119503.021031,4285,19877822957843,13742205620692,181334177,26802,504107686,19756,17815,197945872354,5034834,548
2017-05-08,129074.402259,5108,24774848841808,16007341436122,190001900,34142,397893575,15590,23244,200001429389,6671121,554
2017-05-09,126973.832882,5142,23696877975982,16039526094544,210002100,26909,416130254,15797,15075,196056418967,5908107,543
2017-05-10,118262.362242,4368,13220070546894,10228200269912,180768630,24863,434652804,15898,24650,196795531899,5300662,545
2017-05-11,129106.168245,5049,16517981448879,12543261354776,99980000,25983,374892492,11300,17643,201419609070,5162565,558
